Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,URL,Image URL,(未実装) Image Credit,Type,(未実装) Color
日本の年号,1989,,,,2019,,,,,平成,2019年4月30日まで　5月1日から新元号,,,,,
日本の年号,1926,,,,1988,,,,,昭和,,,,,,
日本の年号,1912,,,,1926,,,,,大正,,,,,,
日本の年号,1868,,,,1912,,,,,明治,,,,,,
世界史・日本史,1870,,,,,,,,,人力車が普及,"1870年、東京府は発明者と見られる前記3名に人力車の製造と販売の許可を与えた。条件として人力車は華美にしないこと、事故を起こした場合には処罰する旨があった。この許可をもって「人力車総行司」と称した。人力車を新たに購入する場合にはこの3名の何れかから許可をもらうこととなったが、後述のとおり数年で有名無実となってしまう。同年、人力車の運転免許証の発行が開始されている。

人力車は安全性の高さと運賃の安さ、玄関先まで届けられるという小回りの良さが大衆に受けて急速に普及し、1872年までに、東京市内に1万台あった駕籠は完全に姿を消し、逆に人力車は4万台まで増加して、日本の代表的な公共輸送機関になった。これにより職を失った駕籠かき達は、多くが人力車の車夫に転職した。1876年には東京府内で2万5038台と記録されている。19世紀末の日本には20万台を越す人力車があったという。人力車夫は明治期都市に流民した下層社会の細民の主要な家業となり、明治20年代には東京市内に4万人余も存在したが、その後都市交通の発達により数を減少させていった。",,https://1.bp.blogspot.com/-MKw7npx5oGc/V8LNljaFYKI/AAAAAAAAF3A/DtH4cPwiSzQXx5R9QgPPWV1UnZ2QR3-cACLcB/s640/china026.jpg,,,
世界史・日本史,1895,,,,,,,,,日清戦争終結　,1894年7月25日から1895年4月17日にかけて日本と清国の間で行われた戦争　勝利した日本は、アジアの近代国家と認められて国際的地位が向上,,https://bushoojapan.com/wp-content/uploads/2017/11/3b2b6241549ce099f32f14ef468e2459.jpg,,,
世界史・日本史,1914,,,,,,,,,第1次世界戦争勃発,1914年7月28日から1918年11月11日にかけて、連合国対中央同盟国の戦闘により繰り広げられた世界大戦,,https://s.wsj.net/public/resources/images/BN-DJ416_0623WW_G_20140623054254.jpg,,,
世界史・日本史,1919,,,,,,,,,ヴェルサイユ条約締結,1919年6月28日にフランスのヴェルサイユで調印された、第1次世界大戦における連合国とドイツの間で締結された講和条約の通称　やがて、アメリカが大繁栄を迎え、ラジオ放送やジャズが流行する,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Waffenstillstand_gr.jpg/350px-Waffenstillstand_gr.jpg,,,
世界史・日本史,1921,,,,,,,,,婦人及児童ノ売買禁止ニ関スル国際条約,婦人及児童ノ売買禁止ニ関スル国際条約（ふじんおよびじどうのばいばいきんしにかんするこくさいじょうやく）は、1921年（大正10年）に国際連盟によって採択された、売春（醜業）とそれに伴う女性と児童の人身売買を禁止するための条約である。1922年6月15日に発効した,,,,,
世界史・日本史,1923,,,,,,,,,関東大震災,1923年9月1日午前11時58分44秒　相模湾で起こった大地震　この地震のマグニチュード（M）は 7.9　横浜市は関東大震災で壊滅的な打撃を受けた,,https://dil.bosai.go.jp/disaster/1923kantoeq/images/scene_ginko.jpg,,,
世界史・日本史,1925,,,,,,,,,治安維持法,治安維持法（ちあんいじほう、昭和16年（1941年）3月10日法律第54号）は、国体（皇室）や私有財産制を否定する運動を取り締まることを目的として制定された日本の法律。 当初は、1925年に治安維持法（大正14年4月22日法律第46号）として制定された。,,http://eritokyo.jp/independent/chianijihou1925/image161.gif,,,
世界史・日本史,1929,,,,,,,,,世界恐慌・エログロナンセンスがブームに,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Grotesque_news.png/250px-Grotesque_news.png,,,
世界史・日本史,1936,,,,,,,,,国産自動車が普及,1936年から本格的に国産自動車の生産が始まる,,,,,
世界史・日本史,1939,,,,,,,,,第2次世界大戦勃発,1939年から1945年までの6年間、ドイツ、日本、イタリアの日独伊三国同盟を中心とする枢軸国陣営と、イギリス、ソビエト連邦社会主義、アメリカなどの連合国陣営との間で戦われた全世界的規模の巨大戦争,,https://i.pinimg.com/originals/b2/b2/3a/b2b23af00862d95c9aa2ee180922b4ae.jpg,,,
