Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,URL,Image URL,(未実装) Image Credit,Type,(未実装) Color
リリース,2018,5,14,,,,,,,25.2,,,,,,
リリース,2018,5,21,,,,,,,26,,,,,,
リリース,2018,6,4,,,,,,,26.1,,,,,,
リリース,2018,7,2,,,,,,,26.2,,,,,,
リリース,2018,8,6,,,,,,,27,,,,,,
結合テスト,2018,5,1,,2018,5,9,,,,,,,,,
結合テスト,2018,5,14,,2018,5,16,,,,,,,,,
結合テスト,2018,5,24,,2018,5,30,,,,,,,,,
結合テスト,2018,6,25,,2018,6,27,,,,,,,,,
結合テスト,2018,7,30,,2018,8,1,,,,,,,,,
リリース作業,2018,5,14,,2018,5,16,,,,,,,,,
リリース作業,2018,5,21,,2018,5,23,,,,,,,,,
リリース作業,2018,6,4,,2018,6,6,,,,,,,,,
リリース作業,2018,7,2,,2018,7,4,,,,,,,,,
リリース作業,2018,8,6,,2018,8,8,,,,,,,,,
負荷テスト,2018,5,9,,2018,5,11,,,,,,,,,
負荷テスト,2018,5,16,,2018,5,18,,,,,,,,,
負荷テスト,2018,5,30,,2018,6,1,,,,,,,,,
負荷テスト,2018,6,27,,2018,6,29,,,,,,,,,
負荷テスト,2018,8,1,,2018,8,3,,,,,,,,,
サミット,2018,5,17,,2018,,,,,JavaDay,,,,,,
サミット,2018,5,26,,2018,,,,,JJUG,,,,,,
サミット,2018,5,30,,2018,6,1,,,AWS Summit Tokyo,,,,,,
サミット,2018,6,13,,2018,6,15,,,InterOP,,,,,,
チケット消化,2018,,,,,,,,,RTB-3613,A掲載可否,,,,,
チケット消化,2018,,,,,,,,,RTB-3563,AlikeLoaderの Sparkey 化検討,,,,,
チケット消化,2018,,,,,,,,,RTB-3597, Jのバージョンによるコンパイルエラー対応,,,,,
チケット消化,2018,,,,,,,,,RTB-3386,リクエスター，落札価格置換処理の共通化と単体テスト作成,,,,,
チケット消化,2018,,,,,,,,,RTB-3782,Java8最新版の1台適用,,,,,
チケット消化,2018,,,,,,,,,RTB-3616,Hadoop負荷対策 B id の代替 id を振ってログに入れる,,,,,
チケット消化,2018,,,,,,,,,RTB-3763,不要なグラフを消す,,,,,
チケット消化,2018,,,,,,,,,未作成,レビュー前に強制的に自動テストが実施される環境の整備,,,,,
チケット消化,2018,,,,,,,,,RTB-3775,nginx&kernel のバージョンアップ,,,,,
チケット消化,2018,,,,,,,,,未作成,重要なアラートに絞ったメーリングリストの作成,,,,,
