Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,URL,Image URL,Image Credit,Type,Color
日本の年号,2019,,,,now,,,,,令和,,,,,,
日本の年号,1989,,,,2019,,,,,平成,,,,,,
日本の年号,1926,,,,1988,,,,,昭和,,,,,,
子どもキャンプ,1990,,,,,,,,,月崎キャンプ場,,,,,,
子どもキャンプ,1991,,,,1992,,,,,バラギ高原青少年野外活動センター,,,,,,
子どもキャンプ,1993,,,,,,,,,嶺岡キャンプ場,,,,,,
子どもキャンプ,1994,,,,1996,,,,,バラギ高原青少年野外活動センター,,,,,,
子どもキャンプ,1997,,,,2001,,,,,桐の木平キャンプ場,,,,,,
子どもキャンプ,2002,,,,2006,,,,,バラギ高原キャンプ場,,,,,,
三嶋さん,1945,3,20,,now,,,,,三嶋さん,,,,,,
こゆり,1971,4,9,,now,,,,,こゆり,,,,,,
さくちゃん,1971,12,3,,now,,,,,さくちゃん,,,,,,
ちゃぼ,1975,6,30,,now,,,,,ちゃぼ,,,,,,
ちょろ,1975,10,24,,now,,,,,ちょろ,,,,,,
βob,1977,9,2,,now,,,,,βob,,,,,,
なっぺ,1977,11,25,,now,,,,,なっぺ,,,,,,
きんこ,1978,12,26,,now,,,,,きんこ,,,,,,
こっち,2008,11,21,,now,,,,,こっち,,,,,,
ゆいね,2011,9,27,,now,,,,,ゆいね,,,,,,
あやね,2013,9,19,,now,,,,,あやね,,,,,,
さわ,2015,3,11,,now,,,,,さわ,,,,,,
