Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,Url,Image URL,(未実装) Image Credit,Type,Color
0日目,0,1,1,18:00,,,,,,メロス激怒する💢,,,,,,
0日目,0,1,1,19:00,0,1,1,22:00,,短剣を持って城に乗り込み、拘束される。,,,,,,
0日目,0,1,1,22:30,,,,,,セリヌンティウスと再会。深夜に村に向けて出発。,,,,,,
0日目,0,1,1,23:00,0,1,2,10:00,,一晩中歩いて、翌日すでに日が高くなった頃、村に到着。,,,,,,
1日目,0,1,2,10:00,0,1,2,13:00,,妹に結婚式を明日やると伝えて、祝宴の準備をする。,,,,,,
1日目,0,1,2,13:00,0,1,2,19:00,,呼吸もせぬくらいの深い眠りに落ちる💤,,,,,,
1日目,0,1,2,19:00,0,1,3,6:00,,明け方まで花婿と議論して、結婚式のリスケを承諾させる,,,,,,
2日目,0,1,3,12:00,0,1,3,19:00,,結婚式。途中で豪雨が降り始めるが、宴は盛り上がる。,,,,,,
2日目,0,1,3,19:00,0,1,4,5:00,,羊小屋にもぐりこんで、死んだように深く眠る💤,,,,,,
3日目,0,1,4,5:00,,,,,,薄明の頃に跳ね起き、身支度をして出発する,,,,,,
3日目,0,1,4,5:30,0,1,4,8:00,,隣村まで来たあたりで、走るのをやめる,,,,,,
3日目,0,1,4,8:10,0,1,4,13:00,,のんびり歩いて半分くらい来たところで、川が氾濫してるのを見て絶望。,,,,,,
3日目,0,1,4,13:00,0,1,4,13:30,,男泣きしながら、ゼウスに懇願したりする。,,,,,,
3日目,0,1,4,13:40,0,1,4,14:30,,覚悟を決めて、泳いで川を渡る。,,,,,,
3日目,0,1,4,14:40,0,1,4,15:30,,峠を登る。,,,,,,
3日目,0,1,4,15:40,0,1,4,17:00,,山賊登場。棍棒で叩いてすり抜け、そのまま峠を駆け下りる。,,,,,,
3日目,0,1,4,17:10,0,1,4,17:30,,力尽きて、ふてくされて、うとうとまどろむ💤,,,,,,
3日目,0,1,4,17:40,,,,,,水を飲んで元気になる,,,,,,
3日目,0,1,4,17:50,0,1,4,18:30,,ほとんど真っ裸で黒い風のように走り、シラクスの市の近くまで到着。,,,,,,
3日目,0,1,4,18:40,0,1,4,19:00,,セリヌンティウスの弟子も一緒になって走り、日が沈むぎりぎりで刑場に飛び込む。,,,,,,
3日目,0,1,4,19:00,,,,,,セリヌンティウスと抱き合う。大団円。,,,,,,
