Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,URL,Image URL,Image Credit,Type,Color
日本の年号,2019,5,1,,now,,,,,令和,,,,,,
日本の年号,1989,,,,2019,4,30,,,平成,,,,,,
日本の年号,1926,,,,1988,,,,,昭和,,,,,,
日本の年号,1912,,,,1926,,,,,大正,,,,,,
経営者,1908,1,8,,2007,,,,,中江竹雄,,,,,,
経営者,1933,2,8,,2018,7,18,,1951年 18歳から勤務,中江正純,,,,,,
経営者,1949,8,8,,now,,,,1970年頃から15年間勤務,中江清,,,,,,
経営者,1962,1,2,,now,,,,1987/04から勤務,中江稔浩,,,,,,
世の中では,1907,,,,1914,3,,,,柴島浄水場建設,,,,,,
世の中では,1930,12,14,,,,,,,紀勢本線 印南駅開業,,,,,,
世の中では,1939,9,1,,1945,9,2,,,第二次世界大戦,,,,,,
世の中では,1950,,,,1980,,,,,商店街全盛期,,,,,,
世の中では,1980,,,,,,,,,ショッピングセンター,,,,,,
世の中では,1953,7,,,,,,,,紀州大水害,,,,,,
世の中では,1959,4,1,,,,,,,国道42号開通,,,,,,
世の中では,1962,7,2,,,,,,,集中豪雨での水害,,,,,,
世の中では,2003,12,14,,,,,,,高速印南IC開設,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Inami_IC.jpg/600px-Inami_IC.jpg,wiki,,
世の中では,1998,9,4,,,,,,,Google誕生,,,,,,
世の中では,1994,7,5,,,,,,,Amazon設立,,,,,,
世の中では,1996,1,,,,,,,,Yahoo!JAPAN設立,,,,,,
世の中では,1997,2,7,,,,,,,楽天市場創業,,,,,,
出来事,1932,5,7,,,,,,,創業,,,,,,
出来事,1951,,,,,,,,,卸売販売,,,,,,
出来事,1961,,,,,,,,,食品卸,,,,,,
出来事,,,,,,,,,,出口に鉄骨倉庫,,,,,,
出来事,1975,,,,,,,,,自動販売機　参入,日本にホットクールの自動販売機が生まれた翌年に参入。当時高価だった販売機を買取参入した,,https://www.nttcom.co.jp/comzine/no059/long_seller/images/long_img03e.jpg,,,
出来事,1982,5,7,,,,,,,創業50周年,,,https://photos.google.com/share/AF1QipNzAxceJxJG2uTpK-sEm-nu1zH1H_CqCiDVfFUxhKt-RUZISjEm5IsdPw8sNk3Ykw/photo/AF1QipOFsMu9LgSLnhfW6h3BczJlnEbEebwr6flLOk69?key=LXA5ZHB0dDlFNFhyX2ozV2FabjJLaW9YX3VxUFdn,,,
出来事,1990,5,30,,,,,,,法人設立,,,,,,
出来事,1992,,,,,,,,,初代パソコン導入,,,,,,
出来事,1960,,,,2002,12,,,,アイスクリーム卸,,,,,,
出来事,2006,6,1,,,,,,,本社移転,,,,,,
出来事,2008,6,,,,,,,,美浜倉庫移転,,,,,,
出来事,2008,,,,,,,,,出荷管理システム導入,,,,,,
出来事,2011,11,,,,,,,,楽天ドリーム,,,,,,
出来事,2012,4,11,,,,,,,名田倉庫移転,,,,,,
出来事,2013,10,,,,,,,,店舗アップ導入,頑張れ店長の後継としてNBSからβ版を導入。一年掛けて作り上げた,,,,,
出来事,2018,10,,,,,,,,コーポレートサイト立ち上げ,,https://www.nakae-web.net,,,,
店舗,1932,5,7,,2006,5,31,,,中江商店小売,,,,,,
店舗,1998,2,,,,,,,,缶コーヒーダイレクト（ネット販売開始）,,,,,,
店舗,1999,7,30,,now,,,,,楽天市場出店,,https://www.rakuten.co.jp/nakae/,,,,
店舗,2003,8,26,,2019,10,31,,,Yahoo!ショッピング出店,,https://store.shopping.yahoo.co.jp/softdrink/,,,,
店舗,2009,6,,,now,,,,,缶詰専門店　開店,,https://www.rakuten.co.jp/cancan/,,,,
店舗,2011,9,,,now,,,,,Amazon　出店,,,,,,
店舗,2017,11,,,now,,,,,Wowma!　出店,,,,,,
店舗,2019,11,1,,now,,,,,Paypayモール　出店,,https://paypaymall.yahoo.co.jp/store/softdrink/top/,,,,
店舗,2019,12,,,,,,,,LOHACOモール　出店,,,,,,
