Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,URL,Image URL,(未実装) Image Credit,Type,(未実装) Color
古代ギリシャ,-624,,,,-546,,,,,タレス,,https://ja.wikipedia.org/wiki/タレス,,,,
古代ギリシャ,-610,,,,-546,,,,,アナクシマンドロス,,https://ja.wikipedia.org/wiki/アナクシマンドロス,,,,
古代ギリシャ,-585,,,,-525,,,,,アナクシメネス,,https://ja.wikipedia.org/wiki/アナクシメネス,,,,
古代ギリシャ,-582,,,,-496,,,,,ピタゴラス,,https://ja.wikipedia.org/wiki/ピタゴラス,,,,
古代ギリシャ,-540,,,,-480,,,,,ヘラクレイトス,,https://ja.wikipedia.org/wiki/ヘラクレイトス,,,,
古代ギリシャ,-500,,,,-428,,,,,アナクサゴラス,,https://ja.wikipedia.org/wiki/アナクサゴラス,,,,
古代ギリシャ,-460,,,,-370,,,,,デモクリトス,,https://ja.wikipedia.org/wiki/デモクリトス,,,,
古代ギリシャ,-490,,,,-430,,,,,エンペドクレス,,https://ja.wikipedia.org/wiki/エンペドクレス,,,,
古代ギリシャ,-469,,,,-399,,,,,ソクラテス,,https://ja.wikipedia.org/wiki/ソクラテス,,,,
古代ギリシャ,-460,,,,-370,,,,,ヒポクラテス,,https://ja.wikipedia.org/wiki/ヒポクラテス,,,,
古代ギリシャ,-427,,,,-347,,,,,プラトン,,https://ja.wikipedia.org/wiki/プラトン,,,,
古代ギリシャ,-384,,,,-322,,,,,アリストテレス,,https://ja.wikipedia.org/wiki/アリストテレス,,,,
古代ギリシャ,-300,,,,,,,,,エウクレイデス,,https://ja.wikipedia.org/wiki/エウクレイデス,,,,
古代ギリシャ,-327,,,,,,,,,アレクサンドロス大王の東征,,https://ja.wikipedia.org/wiki/アレクサンドロス東征記,,,,
古代ギリシャ,-322,,,,,,,,,プトレマイオス一世即位,,https://ja.wikipedia.org/wiki/プトレマイオス1世,,,,
古代ギリシャ,-285,,,,,,,,,プトレマイオス二世即位,,https://ja.wikipedia.org/wiki/プトレマイオス2世,,,,
共和政ローマ,-272,,,,,,,,,ローマ、イタリア全土を平定,,https://blog.goo.ne.jp/catholic_info/e/89f015b43843d9af5edc614a90c01576,,,,
共和政ローマ,-264,,,,-241,,,,,第一ポエニ戦役(カルタゴ(チュニジア)vs共和政ローマ),,https://ja.wikipedia.org/wiki/第一次ポエニ戦争,,,,
共和政ローマ,-219,,,,-201,,,,,第二次ポエニ戦役,,https://ja.wikipedia.org/wiki/第二次ポエニ戦争,,,,
共和政ローマ,-149,,,,-146,,,,,第三次ポエニ戦役,,https://ja.wikipedia.org/wiki/第三次ポエニ戦争,,,,
共和政ローマ,-146,,,,,,,,,カルタゴ・ギリシャ滅亡　ともにローマ領となる,,,,,,
ローマ帝国,-27,,,,,,,,,ローマ帝国の成立,,https://ja.wikipedia.org/wiki/ローマ帝国,,,,
ローマ帝国,64,,,,,,,,,ネロのキリスト教徒迫害,,https://ja.wikipedia.org/wiki/ネロ,,,,
ローマ帝国,129,,,,200,,,,,ガレノス(ギリシャ),,https://ja.wikipedia.org/wiki/ガレノス,,,,
ローマ帝国,321,,,,,,,,,カルキディウス(ギリシャ)『ティマイオス』を53cまでラテン語訳,,https://ja.wikipedia.org/wiki/カルキディウス,,,,
アラビア,865,,,,925,,,,,アル・ラーズィー,,https://ja.wikipedia.org/wiki/アル・ラーズィー,,,,
アラビア,965,,,,1040,,,,,イブン・ハイサイ,,https://ja.wikipedia.org/wiki/イブン・ハイサム,,,,
アラビア,980,,,,1037,,,,,イブン・スィーナー,,https://ja.wikipedia.org/wiki/イブン・スィーナー,,,,
中世,1214,,,,1294,,,,,ロジャー・ベーコン,,https://ja.wikipedia.org/wiki/ロジャー・ベーコン,,,,
中世,1493,11,10,,1541,9,24,,,パラケルスス,,https://ja.wikipedia.org/wiki/パラケルスス,,,,
近代,1500,,,,,,,,,近代ヨーロッパ,,,,,,
近代,1596,3,31,,1650,2,11,,,ルネ・デカルト,,https://ja.wikipedia.org/wiki/ルネ・デカルト,,,,
近代,1627,1,25,,1691,12,31,,,ロバート・ボイル,,https://ja.wikipedia.org/wiki/ロバート・ボイル,,,,
近代,1635,7,28,,1703,3,3,,,ロバート・フック,,https://ja.wikipedia.org/wiki/ロバート・フック,,,,
近代,1635,5,6,,1682,10,,,,ヨハン・ベッヒャー,,https://ja.wikipedia.org/wiki/ヨハン・ベッヒャー,,,,
近代,1642,12,25,,1727,3,20,,,サー・アイザック・ニュートン,,https://ja.wikipedia.org/wiki/アイザック・ニュートン,,,,
近代,1659,10,22,,1734,5,24,,,ゲオルク・エルンスト・シュタール,,https://ja.wikipedia.org/wiki/ゲオルク・シュタール,,,,
近代,1743,8,26,,1794,5,8,,,アントワーヌ＝ローラン・ド・ラヴォアジエ,,https://ja.wikipedia.org/wiki/アントワーヌ・ラヴォアジエ,,,,
アイザック・ニュートン,,,,,,,,,,,,,,,,
書籍,1661,,,,,,,,,『懐疑の化学者』ロバート・ボイル,,,,,,
