Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,URL,Image URL,(未実装) Image Credit,Type,(未実装) Color
公開年号,2008,,,,2012,,,,,Phase1,,,,,,
公開年号,2013,,,,2015,,,,,Phase2,,,,,,
公開年号,2016,,,,now,,,,,Phase3,,,,,,
出来事,1942,3,,,,,,,,ナチスの将校：ヨハン・シュミットの部隊がノルウェーのトンスベルグを侵攻、オーディンから由来する強大なパワーを持つ「コズミックキューブ」を奪取。,キャプテン・アメリカ/ザ・ファースト・アベンジャーズ,,,,,
出来事,1942,,,,,,,,,"SSR（戦略科学予備軍）のスーパーソルジャー計画。
スティーブ・ロジャースが選ばれる。",キャプテン・アメリカ/ザ・ファースト・アベンジャーズ,,,,,
出来事,1943,,,,,,,,,"107舞台がシュミットの襲撃を受ける。
（キャプテン・アメリカの初の救出劇）",キャプテン・アメリカ/ザ・ファースト・アベンジャーズ,,,,,
出来事,1945,,,,,,,,,"ペーパークリップ作戦
（1945年、キャプテンアメリカの時にいた科学者をテープで電脳化するという作戦）",キャプテンアメリカ/ウィンター・ソルジャー,,,,,
出来事,1988,,,,,,,,,"ピーター・クイル、地球から誘拐される。
（ヨンドゥ・ウドンタ率いる宇宙海賊ラヴェジャーズによって地球から拉致。）",ガーディアン・オブ・ギャラクシー,,,,,
出来事,1989,,,,1989,,,,,イエロースーツ研究,アントマン,,,,,
,1991,12,16,,1991,12,16,,,"任務報告
（スターク父母死亡）",シビル・ウォー/キャプテン・アメリカ,,,,,
出来事,1992,,,,,,,,,王位継承問題の事件発生（カリフォルニアオークランド州）,ブラックパンサー,,,,,
出来事,2012,5,,,2012,8,,,,フィル・コールソンの死,アベンジャーズ,,,,,
出来事,2012,5,,,2013,,,,,T.A.H.I.T.I.(タヒチ)計画,AoS S1,,,,,
出来事,2012,5,,,2012,8,,,,NY事件（チタウリの襲撃）,アベンジャーズ,,,,,
出来事,2014,,,,,,,,,惑星モラグで成長したクイルがオーブを盗み出そうとしたところ、同じくそれを狙うクリー人のロナンの部下のコラスと遭遇。,ガーディアン・オブ・ギャラクシー,,,,,
出来事,2014,,,,2015,,,,,シータ・プロトコル,AoS S2,,,,,
出来事,2014,4,,,2014,5,,,,フューリー長官死亡（の情報が流れる）,キャプテンアメリカ/ウィンター・ソルジャーズ,,,,,
出来事,2014,8,,,2014,9,,,,ガーディアンズ結成（インフィニティストーンを巡った戦い）,ガーディアンズ・オブ・ギャラクシー,,,,,
出来事,2014,5,,,2016,5,17,,,コールソン新たなシールド長官になる,AoS S1E22,,,,,
出来事,2014,9,,,2015,5,,,,クリー人表れる,AoS S2E12,,,,,
出来事,2015,5,,,2015,7,,,,ソコヴィアの悲劇,"関連：
キャプテンアメリカ/ウィンター・ソルジャー
アベンジャーズ/エイジ・オブ・ウルトロン",,,,,
出来事,2015,6,,,2015,9,,,,アントマン登場,アントマン,,,,,
出来事,2016,4,,,2016,5,,,,ソコヴィア協定,シビル・ウォー/キャプテン・アメリカ,,,,,
出来事,2016,4,29,,2016,5,6,,,スパイダーマンスカウト,シビル・ウォー/キャプテン・アメリカ,,,,,
映画,2008,5,2,,2008,9,27,,,アイアンマン,,,,,,
映画,2008,6,13,,2008,8,1,,,インクレディブル・ハルク,,,,,,
映画,2010,5,7,,2010,6,11,,,アイアンマン2,,,,,,
映画,2011,5,6,,2011,7,2,,,マイティ・ソー,,,,,,
映画,2011,7,22,,2011,10,14,,,キャプテン・アメリカ/ザ・ファースト・アベンジャーズ,,,,,,
映画,2012,5,4,,2012,8,14,,,アベンジャーズ,,,,,,
映画,2013,5,3,,2013,4,26,,,アイアンマン3,,,,,,
映画,2013,11,8,,2014,2,1,,,マイティ・ソー/ダーク・ワールド,,,,,,
映画,2014,4,4,,2014,4,19,,,キャプテンアメリカ/ウィンター・ソルジャー,,,,,,
映画,2014,8,1,,2014,9,13,,,ガーディアンズ・オブ・ギャラクシー,,,,,,
映画,2015,5,1,,2015,7,4,,,アベンジャーズ/エイジ・オブ・ウルトロン,,,,,,
映画,2015,7,17,,2015,9,19,,,アントマン,,,,,,
映画,2016,4,29,,2015,5,6,,,シビル・ウォー/キャプテン・アメリカ,,,,,,
映画,2016,11,4,,2017,1,27,,,ドクター・ストレンジ,,,,,,
映画,2017,5,5,,2017,5,12,,,ガーディアンズ・オブ・ギャラクシー: リミックス,,,,,,
映画,2017,7,7,,2017,8,11,,,スパイダーマン:ホームカミング,,,,,,
映画,2017,11,3,,2017,11,3,,,マイティ・ソー バトルロイヤル,,,,,,
映画,2018,2,16,,2018,3,1,,,ブラックパンサー,,,,,,
映画,2018,4,27,,2018,4,27,,,アベンジャーズ/インフィニティ・ウォー,,,,,,
映画,2018,7,6,,2018,7,6,,,アントマン&ワスプ,,,,,,
映画,2019,3,8,,2019,3,8,,,キャプテン・マーベル,,,,,,
映画,2019,5,3,,2019,5,3,,,アベンジャーズ4 (仮),,,,,,
ドラマ,2013,,,,now,,,,,エージェント・オブ・シールド,,,,,,
ドラマ,2015,,,,now,,,,,エージェント・カーター,,,,,,
