Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,URL,Image URL,Image Credit,Type,Color
日本の年号,1989,,,,2019,,,,,平成,,,,,,
日本の年号,1926,,,,1988,,,,,昭和,,,,,,
日本の年号,1912,,,,1926,,,,,大正,,,,,,
日本の年号,1868,,,,1912,,,,,明治,,,,,,
日本の年号,1603,,,,1867,,,,,江戸,,,,,,
人物,1745,2,18,,1827,3,5,,,ボルタ,,,,,,
人物,1777,4,30,,1855,2,23,,,ガウス,,,,,,
人物,1789,3,16,,1854,7,6,,,オーム,,,,,,
出来事,1660,,,,,,,,,ゲーリッケの硫黄球, 琥珀が羽毛を吸い寄せることに興味を持っていたゲーリッケは琥珀を強くこすり、これを他の物体に近づけるとパチパチと音を立てること、また暗闇ではわずかに光ることを発見し、もっと強い電気を求めた。,,,,,
出来事,1746,,,,,,,,,ライデン瓶,,,,,,
出来事,1775,,,,,,,,,ボルタの電気盆,,,,,,
出来事,1752,,,,,,,,,フランクリンの凧,,,,,,
出来事,1789,,,,,,,,,クーロンの法則,,,,,,
出来事,1850,,,,,,,,,ガウスの法則,,,,,,
出来事,1850,,,,,,,,,ウェーバの法則,,,,,,
出来事,1791,,,,,,,,,カルバーニの生物電気仮説,,,,,,
出来事,1799,,,,,,,,,ボルタの電池,,,,,,
出来事,1836,,,,,,,,,ダニエル電池,,,,,,
出来事,1800,,,,,,,,,カーライルの水の電気分解,,,,,,
出来事,1821,,,,,,,,,ゼーベック効果,,,,,,
出来事,1834,,,,,,,,,ペルチェ効果,,,,,,
出来事,1826,,,,,,,,,オームの法則,,,,,,
出来事,1845,,,,,,,,,キルヒホッフの法則,,,,,,
出来事,1820,,,,,,,,,エルステッドの発見,,,,,,
出来事,1921,,,,,,,,,カルツァ＝クライン理論,,,,,,
出来事,1905,,,,,,,,,特殊相対性理論,アインシュタイン,,,,,
出来事,1915,,,,,,,,,一般相対性理論,アインシュタイン,,,,,
人物,1864,,,,1920,,,,,マックス＝ウェーバー,Max Weber,,,,,
出来事,1974,,,,,,,,,J/Ψ中間子発見,ccﾊﾞｰ,,,,,
出来事,1929,,,,,,,,,世界大恐慌,,,,,,
人物,1530,,,,1596,,,,,ボーダン,Jean Bodin 思想家　「主権」提唱,,,,,
著書,1576,,,,,,,,,国家論,ボーダン,,,,,
人物,1893,,,,1950,,,,,ラスキ,Harold Joseph Laski イギリスの政治学者「多元的国家」,,,,,
人物,1851,,,,1911,,,,,イェリネック,Georg Jellinek ドイツ　「国家の三要素」,,,,,
日本の年号,1573,,,,1615,,,,,安土桃山時代,,,,,,
日本の年号,1336,,,,1573,,,,,室町時代,,,,,,
日本の年号,1185,,,,1333,,,,,鎌倉時代,,,,,,
日本の年号,794,,,,1185,,,,,平安時代,,,,,,
日本の年号,710,,,,794,,,,,奈良時代,,,,,,
日本の年号,597,,,,710,,,,,飛鳥時代,,,,,,
出来事,1977,,,,,,,,,ウプシロン中間子Υの発見,bbﾊﾞｰ,,,,,
出来事,1976,,,,,,,,,がん遺伝子発見,「Src」(サーク),,,,,
出来事,1982,,,,,,,,,インターネット,,,,,,
出来事,1946,,,,,,,,,ENIAC,世界初汎用コンピューター,,,,,
出来事,1979,,,,,,,,,p53遺伝子発見,がん抑制遺伝子,,,,,
出来事,1215,,,,,,,,,マグナ-カルタ,大憲章,,,,,
人物,1748,,,,1832,,,,,ベンサム,イギリスの思想家。功利主義。最大多数の最大幸福。,,,,,
人物,1806,,,,1873,,,,,ジョン・スチュワート・ミル,イギリスの哲学者,,,,,
出来事,1789,,,,1799,,,,,フランス革命,,,,,,
人物,1995,12,19,,now,,,,,三浦弘太郎,俺,,,,,
出来事,2003,,,,,,,,,X(3872)粒子 発見,中間子分子の候補,,,,,
出来事,1964,,,,,,,,,Ω-粒子発見,,,,,,
出来事,1923,,,,,,,,,関東大震災,,,,,,
出来事,1991,,,,,,,,,大学設置基準の大綱化,,,,,,
出来事,2004,,,,,,,,,国立大学法人化,,,,,,
出来事,1914,7,28,,1918,11,11,,,第一次世界大戦,,,,,,
出来事,1939,9,1,,1945,9,2,,,第二次世界大戦,,,,,,
