Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,URL,Image URL,Image Credit,Type,Color
出来事,1985,8,9,,now,,,,,生まれる,昭和６０年,,,,,
学校,1988,4,1,,1990,3,31,,,武蔵野市南保育園,,,,,,
学校,1990,4,1,,1992,3,31,,,川崎市立青葉幼稚園,,,,,,
学校,1992,4,1,,1998,3,31,,,麻生小学校,,,,,,
学校,1998,4,1,,2001,3,31,,,桐光学園中学校,,,,,,
出来事,1999,8,27,,,,,,,山田治子　享年４５歳,,,,,,
学校,2001,4,1,,2002,3,31,,,桐光学園高等学校１年間在籍,,,,,,
出来事,2001,5,1,,,,,,,山田正嘉　享年５４歳,,,,,,
出来事,2020,5,19,,now,,,,,毎日瞑想,,,,,,
出来事,2020,5,19,,now,,,,,毎日読書,,,,,,
学校,2003,4,1,,2005,3,31,,,科学技術学園高等学校,,,,,,
学校,2006,4,1,,2010,03,31,,,帝京大学法学部法律学科,,,,,,
旅行,2008,2,,,,,,,,ハワイ　久美子,,,,,,
出来事,2010,1,1,,2014,12,31,,,不動産鑑定士勉強期間,,,,,,
格闘技,2011,7,9,,now,,,,,格闘技仕事初め,,,,,,
女,2007,8,1,,2011,3,1,,,久美子期間,,,,,,
女,2011,9,1,,2017,11,1,,,法子期間,,,,,,
旅行,2015,8,12,,2015,8,16,,,バリ　桐光学園,,,,,,
女,2017,11,1,,2019,3,31,,,法子結婚期間,,,,,,
女,2017,8,1,,2018,12,31,,,あす期間,,,,,,
格闘技,2014,9,28,,now,,,,,Fighting NEXUS 旗揚げ,,,,,,
格闘技,2016,6,4,,,,,,,Fighting NEXUS 初韓国大会（ウイジョンブ）＆TOP FCパートーナー契約,,,,,,
格闘技,2016,9,11,,,,,,,TFC12 初選手派遣,,,,,,
出来事,2016,10,10,,,,,,,置引ですべて盗まれる,,,,,,
格闘技,2018,1,12,,,,,,,香港 V-COMBAT選手派遣,,,,,,
旅行,2018,1,11,,2018,1,13,,,香港　V-COMBAT　あす,,,,,,
出来事,2018,8,1,,now,,,,,禁煙,,,,,,
仕事,2019,2,1,,now,,,,,ファクタリング　㈱アレシア,,,,,,
仕事,2014,9,28,,now,,,,,Fighting NEXUS,,,,,,
仕事,2017,7,3,,now,,,,,ワンインターナショナル株式会社 設立,,,,,,
仕事,2017,5,1,,2019,12,31,,,事務所　新宿ダイカンプラザA館517号室,,,,,,
仕事,2020,2,15,,now,,,,,事務所　ワコー高田馬場マンション209号室,,,,,,
旅行,2016,9,9,,2016,9,12,,,韓国　TFC12タイガー　木下さん法子,,,,,,
旅行,2018,11,14,,2018,11,17,,,韓国　TFC19岸野　新婚旅行 法子太志　木下さん,,,,,,
旅行,2018,5,23,,2018,5,26,,,韓国　TFC18岡野西川佐藤光留,,,,,,
格闘技,2018,3,29,,2018,4,1,,,Fighting NEXUS ２回目韓国大会,,,,,,
旅行,2018,3,29,,2018,4,1,,,韓国　TFCDREAM✕NEXUS,,,,,,
旅行,2018,2,21,,2018,2,24,,,韓国　TFC17浦ケンゴNavE,,,,,,
旅行,2017,12,7,,2017,12,10,,,韓国　TFC16村田俊介　SKEEPの方々,,,,,,
旅行,2017,7,20,,2017,7,23,,,韓国　TFC15中村ジュニア酒井リョウ,,,,,,
旅行,2017,3,16,,2017,3,19,,,韓国　TFC14中村ジュニア高橋憲次郎,,,,,,
旅行,2016,11,3,,2016,11,6,,,韓国　TFC中村ジュニア出田貴大,,,,,,
旅行,2019,12,19,,2019,12,21,,,韓国　UFC観戦　理子ちゃん,,,,,,
